Tag,出现次数,中文描述,权重,类别,类别名称
golfer,1,高尔夫球手,0.0002,,
harish,1,英国,0.0002,,
jonasy,1,乔纳西,0.0002,,
knight,1,骑士,0.0002,,
lyrics,1,歌词,0.0002,,
markce,1,标记,0.0002,,
mmorpg,1,摩尔普克,0.0002,,
mqlext,1,微调,0.0002,,
mx3000,1,mx3000 (英语).,0.0002,,
mytype,1,我的类型,0.0002,,
osbase,1,奥斯巴,0.0002,,
parent,1,父目录,0.0002,,
phrase,1,语句,0.0002,,
plants,1,植物,0.0002,,
poetry,1,诗歌,0.0002,,
prirex,1,棱镜,0.0002,,
quotes,1,引用,0.0002,,
review,1,审查,0.0002,,
rkmase,1,rkmase 语句,0.0002,,
scapbi,1,弹匣,0.0002,,
source,1,来源,0.0002,,
spirit,1,精神,0.0002,,
stream,1,流线,0.0002,,
surrey,1,苏雷,0.0002,,
symset,1,对齐,0.0002,,
szegey,1,赛吉,0.0002,,
techhd,1,技术,0.0002,,
the90s,1,90年代,0.0002,,
tnsguy,1,腾讯,0.0002,,
trkiye,1,树叶,0.0002,,
trumpi,1,布鲁斯,0.0002,,
tunnel,1,隧道,0.0002,,
tvbase,1,电视,0.0002,,
tvplus,1,tvplus 函数,0.0002,,
vendor,1,供应商,0.0002,,
wiznia,1,密苏里州,0.0002,,
xiamen,1,厦门,0.0002,,
yuriyg,1,黄色,0.0002,,
zenkat,1,日喀则,0.0002,,
aaronsw,1,阿龙斯,0.0002,,
alfredo,1,阿尔弗雷多,0.0002,,
animals,1,动物,0.0002,,
article,1,条款,0.0002,,
artist1,1,艺人1,0.0002,,
artiste,1,艺术家e,0.0002,,
artwork,1,艺术,0.0002,,
baghdad,1,巴达,0.0002,,
bbcbase,1,布库,0.0002,,
bio2rdf,1,生物二维f,0.0002,,
bistrat,1,双轨,0.0002,,
caliber,1,口径,0.0002,,
capital,1,资本,0.0002,,
citizen,1,公民,0.0002,,
code663,1,代码663,0.0002,,
cryptid,1,密码,0.0002,,
daylife,1,日常生活,0.0002,,
dazzler,1,闪烁,0.0002,,
drebbel,1,装饰,0.0002,,
dresden,1,德累斯顿,0.0002,,
drummer,1,鼓手,0.0002,,
drvaman,1,医生,0.0002,,
elmbase,1,精灵,0.0002,,
fengtao,1,风涛,0.0002,,
firdaus,1,费尔多斯,0.0002,,
frakilk,1,粉红色,0.0002,,
genomic,1,基因组学,0.0002,,
hobbies,1,爱好,0.0002,,
holiday,1,节假日,0.0002,,
i001962,1,i001962 (英语).,0.0002,,
id_city,1,编号( C),0.0002,,
ipswich,1,直线,0.0002,,
jpadge1,1,JPADGE 1 (韩语),0.0002,,
kengalo,1,肯加罗,0.0002,,
library,1,图书馆,0.0002,,
macross,1,宏,0.0002,,
madplex,1,疯狂,0.0002,,
matempo,1,组装,0.0002,,
mattdud,1,马特杜德,0.0002,,
mineral,1,矿物,0.0002,,
mobsite,1,黑社会,0.0002,,
mybase4,1,我的基地4,0.0002,,
noktulo,1,诺克图洛,0.0002,,
nytimes,1,时间,0.0002,,
oranges,1,橙红色,0.0002,,
painter,1,画家,0.0002,,
panthar,1,潘塔尔,0.0002,,
pharaoh,1,菩萨,0.0002,,
program,1,程序,0.0002,,
protest,1,抗议,0.0002,,
proveit,1,证明,0.0002,,
ramanan,1,拉玛南,0.0002,,
rdsbase,1,基地,0.0002,,
rivalry,1,竞争,0.0002,,
robert3,1,罗伯特3号,0.0002,,
skybase,1,天际基,0.0002,,
spokane,1,sp,0.0002,,
symbian,1,符号,0.0002,,
trigger,1,触发,0.0002,,
tv_host,1,tv 主机,0.0002,,
tvmusic,1,音乐,0.0002,,
vault13,1,保险库13,0.0002,,
vinland,1,文兰,0.0002,,
webmark,1,网络标记,0.0002,,
whurray,1,wh,0.0002,,
wxt2005,1,wxt2005 (韩语).,0.0002,,
wymbase,1,缩写,0.0002,,
yragael,1,伊斯兰主义,0.0002,,
ywhbase,1,ywhbase (英语).,0.0002,,
zivoron,1,齐沃龙,0.0002,,
zot4you,1,Zot4you (赞美语),0.0002,,
afadafdf,1,法达夫德夫,0.0002,,
aircraft,1,飞机,0.0002,,
akatenev,1,阿卡捷涅夫,0.0002,,
american,1,美国,0.0002,,
americas,1,美 术,0.0002,,
andglori,1,安格洛里语Name,0.0002,,
argument,1,参数,0.0002,,
arranger,1,安排者,0.0002,,
beverage,1,饮料,0.0002,,
bhludzin,1,布卢津,0.0002,,
bobdohse,1,闪光灯,0.0002,,
brew_pub,1,酿酒( P),0.0002,,
category,1,类别,0.0002,,
cdupetit,1,缓冲,0.0002,,
consoles,1,控制台,0.0002,,
dancer_s,1,舞者( s),0.0002,,
dendarii,1,日记,0.0002,,
disaster,1,灾难,0.0002,,
dkrmusix,1,dkrmusix 图像,0.0002,,
dockyard,1,码头,0.0002,,
document,1,文档,0.0002,,
election,1,选举,0.0002,,
elsevier,1,其他维勒,0.0002,,
filebase,1,文件库,0.0002,,
futurama,1,未来,0.0002,,
governor,1,州长,0.0002,,
herkunft,1,赫尔昆夫特,0.0002,,
hoviktor,1,霍维克托尔,0.0002,,
hproduct,1,产品,0.0002,,
ideology,1,意识形态,0.0002,,
investor,1,投资者,0.0002,,
joeunger,1,欢乐,0.0002,,
journ3eb,1,约恩3b,0.0002,,
jphekman,1,Jphekman( 日语),0.0002,,
kawasima,1,川岛,0.0002,,
ksrinivs,1,千斯里尼夫( Ksrinivs),0.0002,,
landfill,1,填埋,0.0002,,
landmark,1,标志,0.0002,,
lasvegas,1,拉斯维加斯,0.0002,,
ligtvoet,1,标签,0.0002,,
lumimies,1,发光,0.0002,,
mdresser,1,服装师,0.0002,,
metamute,1,元质,0.0002,,
mgreaves,1,毫克,0.0002,,
monarchy,1,君主制,0.0002,,
morpheme,1,摩尔菲,0.0002,,
movement,1,移动,0.0002,,
muveszek,1,木韦泽克,0.0002,,
okkfreeb,1,"好吧,免费b",0.0002,,
peekbase,1,偷看库,0.0002,,
persoana,1,百索阿纳,0.0002,,
qiqme777,1,qqme777 (英语).,0.0002,,
reporter,1,记者,0.0002,,
resource,1,资源,0.0002,7,物品与产品（Product & Object）
rosshack,1,罗刹,0.0002,,
sai_rath,1,赛义- 拉特,0.0002,,
scottzee,1,苏格兰,0.0002,,
semantic,1,语义,0.0002,,
shipyard,1,造船厂,0.0002,,
standard,1,标准,0.0002,,
stirling,1,搅拌,0.0002,,
subjects,1,主题,0.0002,,
tea_type,1,茶叶类型,0.0002,,
testing3,1,测试3,0.0002,,
testrepu,1,测试,0.0002,,
testtype,1,测试类型,0.0002,,
thenovel,1,小说,0.0002,,
tmalaher,1,法语,0.0002,,
torgbase,1,拖车库,0.0002,,
toy_type,1,玩具类型( T),0.0002,,
tubeporn,1,管质,0.0002,,
tv_lover,1,tv lover (帮助),0.0002,,
twilight,1,黄昏,0.0002,,
umltools,1,工具库,0.0002,,
yardfire,1,院内火灾,0.0002,,
yemebase,1,继续前进,0.0002,,
yupgrade,1,升级,0.0002,,
zxzxbase,1,zxzxbase (日语),0.0002,,
a_olympia,1,a 奥林匹克运动会,0.0002,,
algorithm,1,算法,0.0002,,
allergies,1,过敏,0.0002,,
angelfish,1,天使鱼,0.0002,,
artnoveau,1,艺术,0.0002,,
astronaut,1,宇航员,0.0002,,
biologist,1,生物学家,0.0002,,
bird_taxa,1,鸟类税a,0.0002,,
bowl_game,1,碗游戏,0.0002,,
carnivore,1,肉饼,0.0002,,
chinuchem,1,中国人,0.0002,,
cn_county,1,cn 县,0.0002,,
cognition,1,认知,0.0002,,
corelight,1,核心灯,0.0002,,
currency2,1,货币2,0.0002,,
cvirtudes,1,实例,0.0002,,
dchwalisz,1,dchwalisz (英语).,0.0002,,
dementiev,1,神经病,0.0002,,
developer,1,开发者,0.0002,,
discoazul,1,迪斯科阿苏尔,0.0002,,
discovery,1,发现,0.0002,,
druderman,1,德鲁德曼,0.0002,,
e67_birth,1,e67  出生时间,0.0002,,
ecosystem,1,生态系统,0.0002,,
exoplanet,1,前行星,0.0002,,
fan_genre,1,风扇流派( G),0.0002,,
fiberarts,1,纤维,0.0002,,
firstlive,1,第一线,0.0002,,
football1,1,橄榄球1,0.0002,,
frankfurt,1,法兰克福,0.0002,,
funny_guy,1,风趣男郎,0.0002,,
guidebook,1,指南,0.0002,,
guidewire,1,导线,0.0002,,
guyernest,1,最伟大的,0.0002,,
hoby_role,1,蜂窝( R),0.0002,,
hometowns,1,乡亲,0.0002,,
iniciador,1,预告,0.0002,,
ixtropian,1,九头蛇,0.0002,,
jamesbond,1,干扰,0.0002,,
jcallahan,1,贾贾拉汉语,0.0002,,
jobtitles,1,职称,0.0002,,
jsullivan,1,苏利万,0.0002,,
kaibutsu3,1,Kaibutsu 3 (韩语),0.0002,,
lake_type,1,湖类型,0.0002,,
lemonflex,1,柠檬叶,0.0002,,
luckyneko,1,幸运子,0.0002,,
microdata,1,微数据,0.0002,,
mindtouch,1,心灵触摸,0.0002,,
monastery,1,修道院,0.0002,,
moonhouse,1,月宫,0.0002,,
mutargyak,1,变种动物,0.0002,,
mwfreeciv,1,mwfreeciv (英语).,0.0002,,
my_person,1,个人,0.0002,,
nanhikali,1,南希卡利语Name,0.0002,,
nbibridge,1,双桥,0.0002,,
neothilic,1,新生儿,0.0002,,
newspaper,1,报纸,0.0002,,
operation,1,操作,0.0002,,
orchestra,1,乐团,0.0002,,
patron_of,1,保护者( O),0.0002,,
periphery,1,外围,0.0002,,
plaintiff,1,原告,0.0002,,
podcaster,1,吊灯,0.0002,,
popstra14,1,弹幕14,0.0002,,
prestatyn,1,备注,0.0002,,
procedure,1,程序,0.0002,,
proponent,1,提议者,0.0002,,
randy1234,1,兰迪1234,0.0002,,
recruiter,1,征聘人员,0.0002,,
redplanet,1,红色平面,0.0002,,
reference,1,参考文献,0.0002,,
rondadams,1,罗达姆斯,0.0002,,
smithliza,1,史密斯利萨,0.0002,,
standards,1,标准,0.0002,,
steamfast,1,蒸汽快车,0.0002,,
superhero,1,超级英雄,0.0002,,
surf_film,1,冲浪 电影,0.0002,,
test_type,1,测试 类型,0.0002,,
testcards,1,测试卡,0.0002,,
tmv112233,1,tmv112233 (中文(简体) ).,0.0002,,
tullamore,1,摇篮曲,0.0002,,
typetest8,1,类型测试8,0.0002,,
typetest9,1,类型测试9,0.0002,,
uk_region,1,uk 区域,0.0002,,
upthepunx,1,上顶点,0.0002,,
vouldjeff,1,伏尔杰夫,0.0002,,
wilwaldon,1,维尔瓦尔登,0.0002,,
ad_network,1,ad 网络,0.0002,,
alscardoso,1,阿尔斯卡多索,0.0002,,
antarctica,1,北极地区,0.0002,,
bensonwang,1,宾森旺,0.0002,,
board_game,1,棋盘 游戏,0.0002,,
body_color,1,颜色,0.0002,,
club_owner,1,俱乐部主,0.0002,,
coat_color,1,颜色,0.0002,,
conference,1,会议,0.0002,,
dance_form,1,舞蹈( F),0.0002,,
discipline,1,纪律,0.0002,,
draft_team,1,草稿( T),0.0002,,
e21_person,1,电子21  人,0.0002,,
eurovision,1,欧元,0.0002,,
fame_event,1,名声事件,0.0002,,
film_extra,1,胶片外部( A),0.0002,,
focal_taxa,1,焦距税a,0.0002,,
gangofnuns,1,帮派,0.0002,,
identifier,1,标识符,0.0002,,
internship,1,实习,0.0002,,
jazzonline,1,爵士乐在线,0.0002,,
lens_mount,1,镜片( M),0.0002,,
opensource,1,开源,0.0002,,
painttwits,1,骗子,0.0002,,
provenance,1,来源,0.0002,,
psych0fred,1,心理医生,0.0002,,
ptsdcombat,1,战斗,0.0002,,
punishment,1,惩罚,0.0002,,
republican,1,共和国,0.0002,,
rugby_club,1,橄榄球 俱乐部,0.0002,,
scottburke,1,Scottburke (英语).,0.0002,,
settlement,1,结算,0.0002,,
ship_class,1,船级,0.0002,,
showburner,1,显示器,0.0002,,
skyscraper,1,摩天大楼,0.0002,,
soundalike,1,听起来像,0.0002,,
tag_bundle,1,标记( B),0.0002,,
tahatfield,1,塔哈菲尔德,0.0002,,
tylerstype,1,tylers 类型,0.0002,,
usmanlatif,1,乌曼拉蒂夫,0.0002,,
video_game,1,视频游戏,0.0002,,
watch_type,1,监视( T),0.0002,,
windenergy,1,风能,0.0002,,
word_sense,1,字数,0.0002,,
yale_topic,1,雅尔语 主题,0.0002,,
aat_mapping,1,绘图( M),0.0002,,
acocksgreen,1,北极绿,0.0002,,
appellation,1,缩写,0.0002,,
artwebsites,1,艺术网站,0.0002,,
attribution,1,归属,0.0002,,
babypixie34,1,婴儿皮克西34,0.0002,,
ballet_rank,1,芭蕾舞 排行榜,0.0002,,
band_leader,1,带宽( L),0.0002,,
beaconlight,1,灯塔灯,0.0002,,
blog_design,1,博客设计( D),0.0002,,
breed_group,1,品种( G),0.0002,,
brianussery,1,布里安·卢塞里(Brianusserry),0.0002,,
burjkhalifa,1,布尔杰卡利法,0.0002,,
caseysbased,1,基于案例,0.0002,,
comic_strip,1,漫画脚步,0.0002,,
composition,1,组成,0.0002,,
constrction,1,缩写,0.0002,,
creationist,1,创建者,0.0002,,
csa_product,1,csa 产品,0.0002,,
dance_venue,1,舞风,0.0002,,
description,1,说明,0.0002,,
domaintest7,1,域测试7,0.0002,,
donald_nagy,1,甜甜圈( N),0.0002,,
es_province,1,省会,0.0002,,
explanation,1,解释,0.0002,,
film_studio,1,胶片 studio,0.0002,,
firefighter,1,消防员,0.0002,,
geolocation,1,地理位置,0.0002,,
gossip_node,1,八卦节点,0.0002,,
gregtyrelle,1,格勒泰雷尔,0.0002,,
hp_computer,1,hp  计算机,0.0002,,
human_sense,1,人类语气( S),0.0002,,
hunting_dog,1,猎狗,0.0002,,
hypotyposis,1,假冒症,0.0002,,
institution,1,机构,0.0002,,
island_area,1,岛屿区域,0.0002,,
ivanwong_23,1,ivanwong 23 (英语).,0.0002,,
kaplanmyrth,1,卡普朗梅尔斯,0.0002,,
kp_province,1,kp  省份,0.0002,,
legal_right,1,合法( R),0.0002,,
maximumnj15,1,上限j15,0.0002,,
metaratings,1,计量,0.0002,,
missamerica,1,墨西哥,0.0002,,
mixed_drink,1,混合( D),0.0002,,
motorsports,1,运动场,0.0002,,
mst3k_short,1,mst3k 短数,0.0002,,
mybasexibei,1,我的基地北区,0.0002,,
myfirsttype,1,我的第一个类型,0.0002,,
myinterests,1,我的兴趣,0.0002,,
nationality,1,国籍,0.0002,,
nz_dominion,1,nz 多维度,0.0002,,
object_type,1,对象类型,0.0002,,
observatory,1,观测站,0.0002,,
paper_shape,1,纸张形状,0.0002,,
pescosolido,1,松饼,0.0002,,
prayer_book,1,祈祷页( B),0.0002,,
prison_type,1,监狱类型( T),0.0002,,
proficiency,1,熟练程度,0.0002,,
real_estate,1,不动产,0.0002,,
restaurants,1,餐厅,0.0002,,
rocket_fuel,1,火箭 燃料,0.0002,,
sector_type,1,扇形类型,0.0002,,
socialgraph,1,社会图,0.0002,,
star_system,1,恒星系统,0.0002,,
starcrossed,1,星际交叉,0.0002,,
tamilmovies,1,塔米尔莫维人,0.0002,,
thejurypool,1,陪审团,0.0002,,
theme_parks,1,主题( P),0.0002,,
topic_extra,1,专题 外部,0.0002,,
trash_metal,1,回收站( M),0.0002,,
underground,1,地下,0.0002,,
airport_type,1,机场 类型,0.0002,,
barbie_theme,1,barbie 主题,0.0002,,
bintro_topic,1,二进制主题( T),0.0002,,
boxing_match,1,拳击( M),0.0002,,
bridge_extra,1,桥外,0.0002,,
captial_city,1,投降( C),0.0002,,
carlo_velten,1,carlo velten,0.0002,,
causal_event,1,因果活动,0.0002,,
chinmaygarde,1,下士会,0.0002,,
city_council,1,城市( C),0.0002,,
coffee_brand,1,咖啡品牌,0.0002,,
collaborator,1,合作者,0.0002,,
content_type,1,内容( T),0.0002,,
daftwordhero,1,达夫特语英雄,0.0002,,
digitalmedia,1,数字媒体,0.0002,,
dongchun1984,1,东春(1984年),0.0002,,
elisa_dushku,1,埃利萨-杜什库,0.0002,,
famous_czech,1,著名( C),0.0002,,
film_ratings,1,胶片( R),0.0002,,
first_family,1,第一个家庭( F),0.0002,,
former_state,1,前态,0.0002,,
freesoftware,1,免费软件,0.0002,,
frickenfunny,1,该死的,0.0002,,
gr_periphery,1,gr 周边,0.0002,,
henrimatisse,1,鸡尾酒,0.0002,,
home_address,1,地址,0.0002,,
johnmarshall,1,约翰马歇尔,0.0002,,
joshuamclark,1,乔斯瓦姆克拉克,0.0002,,
kishorekumar,1,基肖尔库马尔,0.0002,,
land_manager,1,陆地管理器,0.0002,,
last_fm_band,1,最后一个( fm 波段),0.0002,,
lewiscarroll,1,莱斯卡罗,0.0002,,
living_thing,1,活动( W),0.0002,,
logoed_topic,1,标记为主题( T),0.0002,,
lynndemarest,1,伦敦,0.0002,,
mailinglists,1,邮件列表,0.0002,,
manga_author,1,漫画作者,0.0002,,
media_source,1,媒体( S),0.0002,,
mla_operator,1,mla 操作器,0.0002,,
musical_term,1,音乐( T),0.0002,,
paullinkedup,1,保罗连结,0.0002,,
plural_topic,1,复数主题,0.0002,,
programming1,1,方案规划1,0.0002,,
project_type,1,工程类型,0.0002,,
publications,1,出版物,0.0002,,
questionable,1,有问题,0.0002,,
rogerfederer,1,收到请求者,0.0002,,
rugby_player,1,橄榄球运动员,0.0002,,
screamfestla,1,尖叫节,0.0002,,
skill_output,1,技能输出,0.0002,,
soccer_squad,1,足球队,0.0002,,
software_use,1,软件( U),0.0002,,
space_agency,1,空间机构,0.0002,,
studyireland,1,学习区域,0.0002,,
targetstores,1,目标,0.0002,,
technologies,1,技术,0.0002,,
torchbearers,1,火炬手,0.0002,,
transit_line,1,中转线,0.0002,,
type_of_dish,1,diish 类型( O),0.0002,,
type_profile,1,类型( P),0.0002,,
ufo_observer,1,观测器,0.0002,,
venice_scene,1,风景( S),0.0002,,
webdeveloper,1,网络开发者,0.0002,,
wine_regions,1,葡萄酒区域,0.0002,,
yuribushagin,1,乌里布沙金,0.0002,,
adopted_child,1,被收养的孩子( C),0.0002,,
adult_content,1,成年内容( C),0.0002,,
aircraft_line,1,飞机( L),0.0002,,
aircraft_type,1,飞机 型号,0.0002,,
airport_extra,1,机场( A),0.0002,,
american_poet,1,美国语小于,0.0002,,
ballet_dancer,1,芭蕾舞剧演员,0.0002,,
ballet_school,1,芭蕾舞 学校,0.0002,,
beverage_type,1,饮料  类型,0.0002,,
cause_of_loss,1,损失原因( O),0.0002,,
chinesezodiac,1,中国黄道,0.0002,,
choreographer,1,编舞,0.0002,,
chriseppstein,1,鸡尾酒,0.0002,,
consciousness,1,意识,0.0002,,
cool_musician,1,凉爽的音乐人,0.0002,,
creative_work,1,创造性工作,0.0002,,
cryptographer,1,密码学家,0.0002,,
cycling_event,1,循环活动( Y),0.0002,,
da_hillz_boyz,1,达 希尔兹 博伊兹,0.0002,,
date_of_death,1,死亡日期( O),0.0002,,
disease_stage,1,疾病( P),0.0002,,
draft_athlete,1,草稿( T),0.0002,,
entertainment,1,娱乐,0.0002,,
event_outcome,1,事件 结果,0.0002,,
famous_object,1,著名对象( O),0.0002,,
famousobjects,1,著名对象,0.0002,,
federal_state,1,联邦,0.0002,,
film_theorist,1,电影理论家,0.0002,,
flightnetwork,1,飞行网络,0.0002,,
former_colony,1,前殖民地,0.0002,,
gcmd_keyword1,1,gcmd 关键词1,0.0002,,
golf_facility,1,高尔夫球设施,0.0002,,
grape_variety,1,葡萄变数,0.0002,,
greenbuilding,1,绿色建筑,0.0002,,
hauntedplaces,1,闹鬼的地方,0.0002,,
head_of_state,1,状态标题( F),0.0002,,
hull_material,1,壳体  材料,0.0002,,
indian_tribes,1,印地语   部落,0.0002,,
infoafricanow,1,现在非洲,0.0002,,
internet_meme,1,互联网 我,0.0002,,
iskaldursbase,1,碱基,0.0002,,
iucn_category,1,iucn 类别,0.0002,,
jobstoredotin,1,任务重排,0.0002,,
jonnydomestik,1,约尼多米斯蒂克,0.0002,,
judaica_owner,1,judaica 拥有者,0.0002,,
kaireesystems,1,矿床系统,0.0002,,
karnaticmusic,1,卡尔纳特音乐,0.0002,,
lastfm_artist,1,lastfm 艺人,0.0002,,
list_category,1,列表( C),0.0002,,
lloydbancaire,1,卢森堡,0.0002,,
local_history,1,本地历史,0.0002,,
menu_provider,1,菜单( P),0.0002,,
microorganism,1,微生物,0.0002,,
mountain_type,1,山形类型,0.0002,,
mylifetimecom,1,我的生命时间com,0.0002,,
narcotic_drug,1,麻醉药品,0.0002,,
nascar_driver,1,Nascar 驱动器,0.0002,,
olympic_event,1,奥林匹克活动,0.0002,,
olympic_venue,1,奥林匹克 风景,0.0002,,
original_name,1,原始名称,0.0002,,
phytochemical,1,植物化学,0.0002,,
polled_entity,1,接受调查的实体,0.0002,,
project_phase,1,项目 阶段,0.0002,,
pronunciation,1,发音,0.0002,,
recorded_work,1,记录工作( W),0.0002,,
release_track,1,释放轨道( T),0.0002,,
retail_stores,1,零售商店,0.0002,,
roman_emperor,1,罗马语( E),0.0002,,
schwarzenbach,1,施瓦岑巴赫语Name,0.0002,,
scottish_clan,1,苏格兰语( C),0.0002,,
series_editor,1,序列编辑器,0.0002,,
sexual_fetish,1,性爱( F),0.0002,,
stradivarius6,1,斜变6,0.0002,,
time_interval,1,时间间隔( T),0.0002,,
train_station,1,火车站,0.0002,,
twitter_topic,1,推特主题,0.0002,,
type_of_agent,1,代理类型( A),0.0002,,
urban_commune,1,城市社区,0.0002,,
video_release,1,视频( 释放),0.0002,,
ancient_greece,1,古希腊语Name,0.0002,,
andrewswerdlow,1,转弯,0.0002,,
anime_director,1,anime 方向器,0.0002,,
asteroid_group,1,小行星组,0.0002,,
bollywooddiary,1,杂木,0.0002,,
breed_registry,1,品种( R),0.0002,,
chivalric_rank,1,骑士( R),0.0002,,
cittaslow_town,1,城镇,0.0002,,
civil_marriage,1,公证结婚,0.0002,,
classification,1,分类,0.0002,,
colonial_power,1,殖民权,0.0002,,
content_rating,1,内容( R),0.0002,,
cricket_player,1,板球选手,0.0002,,
criminal_trial,1,刑事审判,0.0002,,
crisissoftware,1,危机软件,0.0002,,
data_structure,1,数据 结构,0.0002,,
electricalcars,1,电动车,0.0002,,
event_producer,1,事件( P),0.0002,,
execution_type,1,执行类型,0.0002,,
featured_topic,1,专题,0.0002,,
formula_1_team,1,公式  1  团队,0.0002,,
frenchpolitics,1,法国政治,0.0002,,
gaming_console,1,游戏控制台,0.0002,,
geodescription,1,地理描述,0.0002,,
grammalseizure,1,格鲁玛塞苏尔,0.0002,,
hampsteadheath,1,汉普斯特福,0.0002,,
holiday_period,1,假日 期间,0.0002,,
hummingbirdhub,1,蜂鸟胡,0.0002,,
identification,1,识别,0.0002,,
inflation_rate,1,通货膨胀率,0.0002,,
ladyterminator,1,女士终结者,0.0002,,
leergebied_vak,1,列尔格比德  vak,0.0002,,
life_insurance,1,人寿保险,0.0002,,
massage_origin,1,按摩来源,0.0002,,
mosaic_country,1,马赛克语color,0.0002,,
nfl_ladies_man,1,nfl ladies man (中文(简体) ).,0.0002,,
notable_couple,1,备注( C),0.0002,,
object_profile,1,对象( P),0.0002,,
oldmovielovers,1,老莫维埃洛弗斯,0.0002,,
online_project,1,在线  项目,0.0002,,
organizations1,1,组织1,0.0002,,
pharmaceutical,1,制药,0.0002,,
plantstructure,1,植物结构,0.0002,,
pokemonspecies,1,刺mon物种,0.0002,,
private_equity,1,私募股权,0.0002,,
propowerrooter,1,推进器,0.0002,,
related_people,1,相关( P),0.0002,,
related_topics,1,相关 专题,0.0002,,
religious_text,1,语句,0.0002,,
rivalry_spoils,1,竞争( S),0.0002,,
roccellajonica,1,罗切拉霍尼卡,0.0002,,
rugby_position,1,橄榄球位置( P),0.0002,,
runwaymagazine,1,跑道磁铁,0.0002,,
sharable_thing,1,乱七八糟的,0.0002,,
sharing_system,1,共享系统( S),0.0002,,
skill_category,1,技能   类别,0.0002,,
stefanocolzani,1,斯泰法诺科尔扎尼,0.0002,,
the1968project,1,1968年项目,0.0002,,
transport_type,1,运算器 类型,0.0002,,
tv_soaps_actor,1,tv soaps 演员,0.0002,,
type_of_injury,1,伤害类型( I),0.0002,,
video_standard,1,视频 标准,0.0002,,
wonder_creator,1,奇数创建器,0.0002,,
x_common_topic,1,x 常见  专题,0.0002,,
adoptive_parent,1,收养 父母,0.0002,,
autonomous_city,1,自动城市,0.0002,,
baseball_league,1,棒球同学,0.0002,,
business_cliche,1,商业   cliche,0.0002,,
c12256912458019,1,c12256912458019 (中文(简体) ).,0.0002,,
canadian_lawyer,1,加拿大语 律师,0.0002,,
character_class,1,字符类( C),0.0002,,
chief_executive,1,主执行,0.0002,,
city_in_fiction,1,城市小说,0.0002,,
cloudcomputing1,1,云计算1,0.0002,,
coachjudynelson,1,朱迪内尔森教练,0.0002,,
content_license,1,内容   许可证,0.0002,,
corporate_whore,1,企业 妓女,0.0002,,
cycling_terrain,1,循环( terrain),0.0002,,
dataengineering,1,数据工程,0.0002,,
derivativeworks,1,衍生作品,0.0002,,
diagnostic_test,1,诊断( T),0.0002,,
digisynddillonm,1,digisynddillonm (英语),0.0002,,
economic_bubble,1,经济泡泡,0.0002,,
economics_prize,1,经济学( P),0.0002,,
elizabeth_banks,1,伊丽莎白银行 银行,0.0002,,
ellerdale_topic,1,埃列尔代尔  专题,0.0002,,
film_collection,1,电影收藏( C),0.0002,,
francoisdongier,1,法语,0.0002,,
freedom_fighter,1,自由战士,0.0002,,
fustbariclation,1,烟熏,0.0002,,
geotagged_image,1,图形,0.0002,,
gerardovalentin,1,热尔多华宁,0.0002,,
greek_mythology,1,希腊语 神话学,0.0002,,
herb_complement,1,草药( C),0.0002,,
honoured_person,1,荣誉( P),0.0002,,
ingredient_type,1,成分 类型,0.0002,,
iranianbuilding,1,伊斯兰建筑,0.0002,,
journeytoprozac,1,行程,0.0002,,
kp_special_city,1,kp  特别  城市,0.0002,,
lastdestination,1,最后一次约会,0.0002,,
license_version,1,许可证版本( V),0.0002,,
listed_building,1,列出的建筑,0.0002,,
literary_series,1,文学系列,0.0002,,
mailing_address,1,邮件地址,0.0002,,
mobile_handsets,1,移动手集,0.0002,,
monster_creator,1,怪物创建器( C),0.0002,,
mrmasterbastard,1,马斯特巴斯塔德先生,0.0002,,
observatoriobpm,1,观察者bpm,0.0002,,
optical_science,1,光学 科学,0.0002,,
overseas_region,1,海外地区,0.0002,,
privatemilitary,1,私营军事,0.0002,,
research_center,1,研究( C),0.0002,,
role_in_meeting,1,作用( M),0.0002,,
secompaniesgt1b,1,公司名称gt1b,0.0002,,
serialized_work,1,序列化  工作,0.0002,,
shipwreck_event,1,沉船事件,0.0002,,
skill_equipment,1,技能设备,0.0002,,
software_domain,1,软件域,0.0002,,
studio_musician,1,录音室 音乐家,0.0002,,
subject_of_joke,1,笑话主题( O),0.0002,,
super_bowl_goat,1,超级小鸟,0.0002,,
unreleased_game,1,未释放游戏( G),0.0002,,
voter_registrar,1,登记人( R),0.0002,,
abused_substance,1,滥用( A),0.0002,,
advertising_role,1,广告( R),0.0002,,
antonym_relation,1,名称 关系,0.0002,,
australianpeople,1,澳洲人民,0.0002,,
automotive_class,1,汽车 类,0.0002,,
award_nomination,1,授标( N),0.0002,,
basilsamorucopia,1,巴西尔萨莫鲁科皮亚,0.0002,,
basketball_coach,1,篮球( coach),0.0002,,
bio2rdf_chemical,1,生物2rdf 化学,0.0002,,
brendankwilliams,1,布伦丹克威廉姆斯,0.0002,,
chemical_science,1,化学 科学,0.0002,,
circus_performer,1,马戏团( P),0.0002,,
column_publisher,1,栏中( P),0.0002,,
complex_organism,1,复杂组织,0.0002,,
dental_specialty,1,牙科专业,0.0002,,
design_specialty,1,设计 专业,0.0002,,
enzyme_inhibitor,1,酶  inhibitor,0.0002,,
fashion_retailer,1,时尚零售商,0.0002,,
given_name_topic,1,给定的  名称  专题,0.0002,,
